Transaction_ID,Transaction_Date,Region,Country,Business_Unit,Product_Category,Product_Name,Customer_Segment,Sales_Channel,Units_Sold,Unit_Price,Revenue,Cost,Profit,Profit_Margin,Discount_Percentage,Customer_Rating,Quarter,Year
TX-2025-03290,2025-06-09,Europe,Germany,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Government,Distributor,13,200.52,2476.42,2085.46,390.96,0.1579,5.0,2.5,Q2,2025
TX-2025-03291,2025-05-09,Latin America,Brazil,Consumer Hardware,Workstations,ROCm Dev Station,Enterprise,Direct Sales,4,3602.94,12250.0,9800.0,2450.0,0.2,15.0,4.0,Q2,2025
TX-2025-03292,2024-06-22,Asia-Pacific,India,Cloud Services,Compute Clusters,AMD GPU Node Hour,Mid-Market,Distributor,273,2.5,648.38,341.25,307.13,0.4737,5.0,4.9,Q2,2024
TX-2025-03293,2025-03-16,Europe,Italy,Enterprise Solutions,AI Software,Qwen Enterprise Suite,Enterprise,Direct Sales,24,1232.77,29586.48,8875.92,20710.56,0.7,0.0,4.9,Q1,2025
TX-2025-03294,2025-08-03,North America,Canada,Consumer Hardware,Workstations,ROCm Dev Station,Enterprise,Distributor,2,3512.2,6673.18,4776.6,1896.58,0.2842,5.0,4.5,Q3,2025
TX-2025-03295,2024-06-02,Latin America,Brazil,Enterprise Solutions,Analytics Tools,InsightEngine Pro,Government,Direct Sales,10,342.09,3420.9,1026.3,2394.6,0.7,0.0,4.8,Q2,2024
TX-2025-03296,2025-10-28,Latin America,Brazil,Consumer Hardware,Workstations,ROCm Dev Station,Enterprise,Direct Sales,2,3515.12,5975.7,4780.56,1195.14,0.2,15.0,4.6,Q4,2025
TX-2025-03297,2026-05-29,North America,United States,Enterprise Solutions,Security Systems,ROCm Guard AI,Enterprise,Direct Sales,7,866.53,6065.71,2426.27,3639.44,0.6,0.0,4.4,Q2,2026
TX-2025-03298,2024-08-09,Asia-Pacific,Australia,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Mid-Market,Online Partner,6,1004.84,6029.04,4340.88,1688.16,0.28,0.0,4.6,Q3,2024
TX-2025-03299,2024-09-25,North America,United States,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Enterprise,Direct Sales,7,1002.39,5964.22,5052.04,912.18,0.1529,15.0,4.8,Q3,2024
TX-2025-03300,2024-05-13,North America,Canada,Cloud Services,Storage Nodes,Secure Vault S3,Mid-Market,Distributor,12026,0.05,571.24,240.52,330.72,0.579,5.0,4.3,Q2,2024
TX-2025-03301,2024-06-20,North America,United States,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,SMB,Direct Sales,16,194.33,2953.82,2487.36,466.46,0.1579,5.0,3.7,Q2,2024
TX-2025-03302,2025-10-11,North America,United States,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,Mid-Market,Direct Sales,2,15071.97,28636.74,19593.56,9043.18,0.3158,5.0,4.5,Q4,2025
TX-2025-03303,2025-05-23,Asia-Pacific,Australia,Cloud Services,AI Training API,Qwen API Credits,SMB,Direct Sales,5,9.91,47.07,9.9,37.17,0.7897,5.0,4.4,Q2,2025
TX-2025-03304,2026-01-20,Europe,United Kingdom,Enterprise Solutions,Security Systems,ROCm Guard AI,Mid-Market,Distributor,15,833.01,11245.64,4998.0,6247.64,0.5556,10.0,4.3,Q1,2026
TX-2025-03305,2024-05-07,North America,United States,Enterprise Solutions,Analytics Tools,InsightEngine Pro,SMB,Distributor,24,359.87,8636.88,2591.04,6045.84,0.7,0.0,4.1,Q2,2024
TX-2025-03306,2024-07-02,Asia-Pacific,India,Enterprise Solutions,Security Systems,ROCm Guard AI,Enterprise,Direct Sales,15,842.33,10739.71,5053.95,5685.76,0.5294,15.0,4.0,Q3,2024
TX-2025-03307,2025-11-15,North America,United States,Enterprise Solutions,AI Software,ExecuDeck Core,Enterprise,Direct Sales,18,452.22,6918.97,2035.08,4883.89,0.7059,15.0,5.0,Q4,2025
TX-2025-03308,2024-06-19,North America,United States,Cloud Services,AI Training API,Qwen API Credits,Enterprise,Direct Sales,10,10.17,96.62,20.3,76.32,0.7899,5.0,4.2,Q2,2024
TX-2025-03309,2026-01-13,Europe,Germany,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Government,Direct Sales,17,195.61,3325.37,2660.33,665.04,0.2,0.0,2.9,Q1,2026
TX-2025-03310,2025-05-24,Asia-Pacific,Japan,Enterprise Solutions,AI Software,ExecuDeck Core,Mid-Market,Distributor,15,440.29,6604.35,1651.05,4953.3,0.75,0.0,4.7,Q2,2025
TX-2025-03311,2025-06-03,North America,United States,Cloud Services,Compute Clusters,AMD GPU Node Hour,SMB,Distributor,1234,2.45,3023.3,1517.82,1505.48,0.498,0.0,4.5,Q2,2025
TX-2025-03312,2024-04-07,North America,United States,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Enterprise,Distributor,20,197.73,3756.87,3163.6,593.27,0.1579,5.0,3.0,Q2,2024
TX-2025-03313,2024-01-18,North America,Canada,Enterprise Solutions,AI Software,ExecuDeck Core,Mid-Market,Direct Sales,51,445.51,8926.77,5680.38,3246.39,0.3637,60.7,4.6,Q1,2024
TX-2025-03314,2025-02-09,Asia-Pacific,Japan,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Mid-Market,Distributor,12,989.32,10684.66,8547.72,2136.94,0.2,10.0,4.6,Q1,2025
TX-2025-03315,2025-04-01,Europe,Italy,Cloud Services,Storage Nodes,Secure Vault S3,Enterprise,Distributor,13657,0.05,648.71,273.14,375.57,0.5789,5.0,4.0,Q2,2025
TX-2025-03316,2024-11-29,Europe,United Kingdom,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Mid-Market,Online Partner,6,204.19,1225.14,980.1,245.04,0.2,0.0,3.3,Q4,2024
TX-2025-03317,2024-04-17,Latin America,Mexico,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Enterprise,Direct Sales,4,194.08,737.5,621.04,116.46,0.1579,5.0,2.8,Q2,2024
TX-2025-03318,2025-09-24,Asia-Pacific,Japan,Consumer Hardware,Workstations,ROCm Dev Station,SMB,Direct Sales,1,3491.39,3491.39,2374.15,1117.24,0.32,0.0,4.5,Q3,2025
TX-2025-03319,2024-01-02,Latin America,Mexico,Enterprise Solutions,Analytics Tools,InsightEngine Pro,Mid-Market,Direct Sales,12,351.16,3792.53,1264.2,2528.33,0.6667,10.0,4.3,Q1,2024
TX-2025-03320,2025-03-25,Asia-Pacific,India,Enterprise Solutions,Security Systems,ROCm Guard AI,SMB,Online Partner,12,851.95,9712.23,4089.36,5622.87,0.5789,5.0,4.3,Q1,2025
TX-2025-03321,2026-04-05,Asia-Pacific,Australia,Cloud Services,AI Training API,Qwen API Credits,Enterprise,Direct Sales,15,9.77,117.24,29.25,87.99,0.7505,20.0,4.5,Q2,2026
TX-2025-03322,2026-01-31,Asia-Pacific,Singapore,Enterprise Solutions,Analytics Tools,InsightEngine Pro,Mid-Market,Direct Sales,3,356.52,1069.56,320.88,748.68,0.7,0.0,4.4,Q1,2026
TX-2025-03323,2024-02-09,North America,Canada,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Enterprise,Direct Sales,3,197.17,561.93,473.22,88.71,0.1579,5.0,3.1,Q1,2024
TX-2025-03324,2025-02-11,North America,Canada,Cloud Services,AI Training API,Qwen API Credits,Government,Distributor,14,9.83,137.62,27.58,110.04,0.7996,0.0,4.5,Q1,2025
TX-2025-03325,2024-11-26,Europe,France,Enterprise Solutions,Security Systems,ROCm Guard AI,Mid-Market,Online Partner,19,863.6,14767.56,6563.36,8204.2,0.5556,10.0,3.5,Q4,2024
TX-2025-03326,2025-06-21,Europe,United Kingdom,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,SMB,Direct Sales,22,203.36,3802.83,3579.18,223.65,0.0588,15.0,3.5,Q2,2025
TX-2025-03327,2026-01-23,North America,Canada,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,SMB,Direct Sales,27,201.47,2317.06,4351.86,-2034.8,-0.8782,57.4,3.4,Q1,2026
TX-2025-03328,2025-12-20,North America,Canada,Consumer Hardware,Workstations,ROCm Dev Station,Mid-Market,Direct Sales,5,3576.51,17882.55,12160.15,5722.4,0.32,0.0,4.3,Q4,2025
TX-2025-03329,2024-04-17,North America,Canada,Enterprise Solutions,Security Systems,Network Shield Pro,Enterprise,Direct Sales,11,598.67,5597.56,2304.83,3292.73,0.5882,15.0,3.9,Q2,2024
TX-2025-03330,2026-01-29,North America,United States,Enterprise Solutions,AI Software,Qwen Enterprise Suite,Mid-Market,Online Partner,15,1184.45,15990.08,5329.95,10660.13,0.6667,10.0,4.3,Q1,2026
TX-2025-03331,2024-06-12,North America,Canada,Enterprise Solutions,AI Software,Qwen Enterprise Suite,Government,Online Partner,2,1225.9,2329.21,735.54,1593.67,0.6842,5.0,4.7,Q2,2024
TX-2025-03332,2025-03-20,Asia-Pacific,Singapore,Cloud Services,Compute Clusters,AMD GPU Node Hour,Government,Direct Sales,857,2.57,2202.49,1096.96,1105.53,0.5019,0.0,4.6,Q1,2025
TX-2025-03333,2024-03-05,North America,United States,Cloud Services,Compute Clusters,AMD GPU Node Hour,Mid-Market,Direct Sales,1339,2.53,3387.67,1687.14,1700.53,0.502,0.0,4.2,Q1,2024
TX-2025-03334,2025-03-26,Europe,France,Enterprise Solutions,Security Systems,ROCm Guard AI,SMB,Online Partner,23,873.95,18090.77,8040.34,10050.43,0.5556,10.0,4.5,Q1,2025
TX-2025-03335,2024-12-30,Asia-Pacific,Japan,Cloud Services,AI Training API,Qwen API Credits,Enterprise,Online Partner,5,9.76,48.8,9.75,39.05,0.8002,0.0,4.3,Q4,2024
TX-2025-03336,2025-08-09,Asia-Pacific,Australia,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,Mid-Market,Online Partner,1,15187.74,15187.74,9872.03,5315.71,0.35,0.0,5.0,Q3,2025
TX-2025-03337,2025-08-01,Latin America,Brazil,Cloud Services,Storage Nodes,Secure Vault S3,Enterprise,Direct Sales,6925,0.05,346.25,138.5,207.75,0.6,0.0,4.3,Q3,2025
TX-2025-03338,2025-07-22,Europe,France,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Mid-Market,Online Partner,10,980.73,9316.94,7061.3,2255.64,0.2421,5.0,4.7,Q3,2025
TX-2025-03339,2024-06-10,Europe,France,Cloud Services,Storage Nodes,Secure Vault S3,Enterprise,Direct Sales,5423,0.05,244.04,108.46,135.58,0.5556,10.0,3.9,Q2,2024
TX-2025-03340,2024-10-29,Europe,United Kingdom,Cloud Services,Compute Clusters,AMD GPU Node Hour,Mid-Market,Online Partner,826,2.56,2008.83,1057.28,951.55,0.4737,5.0,4.7,Q4,2024
TX-2025-03341,2024-12-25,North America,Canada,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Mid-Market,Direct Sales,5,1002.62,4762.45,3609.45,1153.0,0.2421,5.0,4.5,Q4,2024
TX-2025-03342,2025-01-22,Asia-Pacific,Australia,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Enterprise,Distributor,19,976.24,17621.13,13354.91,4266.22,0.2421,5.0,4.6,Q1,2025
TX-2025-03343,2024-12-08,North America,Canada,Enterprise Solutions,AI Software,ExecuDeck Core,Government,Direct Sales,14,458.29,6416.06,1603.98,4812.08,0.75,0.0,4.1,Q4,2024
TX-2025-03344,2025-06-20,North America,United States,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,Government,Direct Sales,2,14812.1,28142.99,19255.72,8887.27,0.3158,5.0,4.9,Q2,2025
TX-2025-03345,2025-02-22,Europe,Germany,Enterprise Solutions,AI Software,ExecuDeck Core,Mid-Market,Distributor,4,446.96,1609.06,446.96,1162.1,0.7222,10.0,5.0,Q1,2025
TX-2025-03346,2024-07-30,North America,United States,Enterprise Solutions,Security Systems,ROCm Guard AI,Enterprise,Direct Sales,8,843.62,6411.51,2699.6,3711.91,0.5789,5.0,4.6,Q3,2024
TX-2025-03347,2025-11-09,Asia-Pacific,Australia,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Enterprise,Online Partner,10,196.33,1865.14,1570.6,294.54,0.1579,5.0,3.6,Q4,2025
TX-2025-03348,2025-04-11,North America,Canada,Enterprise Solutions,AI Software,ExecuDeck Core,SMB,Direct Sales,22,455.17,9513.05,2503.38,7009.67,0.7368,5.0,4.1,Q2,2025
TX-2025-03349,2026-02-12,Europe,Italy,Cloud Services,AI Training API,Qwen API Credits,Mid-Market,Online Partner,9,9.81,88.29,17.64,70.65,0.8002,0.0,5.0,Q1,2026
TX-2025-03350,2026-04-06,Asia-Pacific,India,Enterprise Solutions,Security Systems,ROCm Guard AI,Government,Direct Sales,9,861.4,7752.6,3101.04,4651.56,0.6,0.0,4.3,Q2,2026
TX-2025-03351,2025-07-07,North America,United States,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Mid-Market,Online Partner,21,1014.03,19165.17,15332.1,3833.07,0.2,10.0,4.5,Q3,2025
TX-2025-03352,2026-05-28,Asia-Pacific,Australia,Cloud Services,AI Training API,Qwen API Credits,SMB,Distributor,10,9.81,98.1,19.6,78.5,0.8002,0.0,4.7,Q2,2026
TX-2025-03353,2025-03-17,Asia-Pacific,Japan,Cloud Services,AI Training API,Qwen API Credits,Mid-Market,Direct Sales,17,10.15,155.3,34.51,120.79,0.7778,10.0,5.0,Q1,2025
TX-2025-03354,2025-06-26,Latin America,Mexico,Cloud Services,Compute Clusters,AMD GPU Node Hour,Government,Distributor,907,2.5,2267.5,1133.75,1133.75,0.5,0.0,4.4,Q2,2025
TX-2025-03355,2026-02-25,Europe,Germany,Cloud Services,Compute Clusters,AMD GPU Node Hour,SMB,Online Partner,333,2.56,809.86,426.24,383.62,0.4737,5.0,4.5,Q1,2026
TX-2025-03356,2026-01-25,Asia-Pacific,Japan,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,Mid-Market,Direct Sales,2,15356.33,29177.03,19963.22,9213.81,0.3158,5.0,5.0,Q1,2026
TX-2025-03357,2026-01-09,Europe,Germany,Enterprise Solutions,Security Systems,Network Shield Pro,SMB,Direct Sales,16,598.72,9579.52,3352.8,6226.72,0.65,0.0,3.7,Q1,2026
TX-2025-03358,2026-05-04,Latin America,Brazil,Enterprise Solutions,Security Systems,ROCm Guard AI,Government,Direct Sales,5,843.17,4005.06,1686.35,2318.71,0.5789,5.0,4.1,Q2,2026
TX-2025-03359,2025-06-19,North America,Canada,Enterprise Solutions,Security Systems,Network Shield Pro,Enterprise,Direct Sales,20,592.44,10663.92,4147.0,6516.92,0.6111,10.0,3.5,Q2,2025
TX-2025-03360,2024-12-18,North America,Canada,Consumer Hardware,Workstations,ROCm Dev Station,Enterprise,Direct Sales,2,3588.47,5382.7,4880.32,502.38,0.0933,25.0,4.0,Q4,2024
TX-2025-03361,2025-05-06,Asia-Pacific,India,Cloud Services,Compute Clusters,AMD GPU Node Hour,Government,Direct Sales,1075,2.55,2741.25,1365.25,1376.0,0.502,0.0,4.6,Q2,2025
TX-2025-03362,2024-10-09,North America,Canada,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Mid-Market,Direct Sales,22,199.75,4174.77,3515.6,659.17,0.1579,5.0,3.7,Q4,2024
TX-2025-03363,2024-08-06,North America,United States,Enterprise Solutions,AI Software,ExecuDeck Core,SMB,Online Partner,24,447.72,9670.75,2686.32,6984.43,0.7222,10.0,3.2,Q3,2024
TX-2025-03364,2024-10-16,Europe,United Kingdom,Enterprise Solutions,AI Software,Qwen Enterprise Suite,SMB,Online Partner,10,1196.29,10168.46,3588.9,6579.56,0.6471,15.0,4.4,Q4,2024
TX-2025-03365,2025-10-03,Asia-Pacific,India,Enterprise Solutions,AI Software,Qwen Enterprise Suite,SMB,Direct Sales,2,1218.93,2437.86,731.36,1706.5,0.7,0.0,4.1,Q4,2025
TX-2025-03366,2025-05-21,Europe,France,Enterprise Solutions,AI Software,Qwen Enterprise Suite,Enterprise,Direct Sales,9,1214.72,9839.23,3279.78,6559.45,0.6667,10.0,4.7,Q2,2025
TX-2025-03367,2026-01-23,Asia-Pacific,Australia,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,Enterprise,Direct Sales,1,14645.72,13181.15,9519.72,3661.43,0.2778,10.0,5.0,Q1,2026
TX-2025-03368,2026-03-29,Europe,Italy,Enterprise Solutions,Security Systems,ROCm Guard AI,Mid-Market,Distributor,16,860.33,13765.28,5506.08,8259.2,0.6,0.0,3.8,Q1,2026
TX-2025-03369,2024-02-14,North America,United States,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,SMB,Direct Sales,4,986.88,3552.77,2842.2,710.57,0.2,10.0,5.0,Q1,2024
TX-2025-03370,2024-10-28,North America,United States,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,Enterprise,Online Partner,2,15174.66,27314.39,19727.06,7587.33,0.2778,10.0,5.0,Q4,2024
TX-2025-03371,2025-06-07,Europe,Italy,Consumer Hardware,Workstations,ROCm Dev Station,Enterprise,Direct Sales,1,3478.41,3478.41,2365.32,1113.09,0.32,0.0,3.9,Q2,2025
TX-2025-03372,2025-03-19,Asia-Pacific,Australia,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Enterprise,Online Partner,13,200.99,2612.87,2090.27,522.6,0.2,0.0,3.5,Q1,2025
TX-2025-03373,2024-05-13,North America,Canada,Cloud Services,Compute Clusters,AMD GPU Node Hour,SMB,Distributor,1275,2.51,3200.25,1593.75,1606.5,0.502,0.0,5.0,Q2,2024
TX-2025-03374,2024-10-30,North America,United States,Enterprise Solutions,AI Software,Qwen Enterprise Suite,Government,Direct Sales,14,1166.99,16337.86,4901.4,11436.46,0.7,0.0,4.4,Q4,2024
TX-2025-03375,2025-09-24,North America,Canada,Enterprise Solutions,Analytics Tools,InsightEngine Pro,Mid-Market,Online Partner,8,345.57,2488.1,829.36,1658.74,0.6667,10.0,4.5,Q3,2025
TX-2025-03376,2025-07-11,North America,United States,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Mid-Market,Direct Sales,10,197.64,1778.76,1581.1,197.66,0.1111,10.0,3.1,Q3,2025
TX-2025-03377,2024-03-10,North America,Canada,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,Enterprise,Direct Sales,1,15349.54,15349.54,9977.2,5372.34,0.35,0.0,5.0,Q1,2024
TX-2025-03378,2024-03-02,Europe,United Kingdom,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Enterprise,Distributor,5,996.76,4983.8,3588.35,1395.45,0.28,0.0,4.3,Q1,2024
TX-2025-03379,2024-01-19,Asia-Pacific,Australia,Cloud Services,AI Training API,Qwen API Credits,SMB,Online Partner,19,9.74,185.06,37.05,148.01,0.7998,0.0,4.8,Q1,2024
TX-2025-03380,2026-03-17,Europe,Italy,Enterprise Solutions,AI Software,ExecuDeck Core,Mid-Market,Online Partner,2,439.78,791.6,219.88,571.72,0.7222,10.0,4.6,Q1,2026
TX-2025-03381,2024-08-30,Latin America,Brazil,Enterprise Solutions,AI Software,ExecuDeck Core,SMB,Distributor,21,436.56,9167.76,2291.94,6875.82,0.75,0.0,4.5,Q3,2024
TX-2025-03382,2025-04-17,Asia-Pacific,Singapore,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Mid-Market,Distributor,21,1011.96,20188.6,15300.81,4887.79,0.2421,5.0,5.0,Q2,2025
TX-2025-03383,2025-08-13,North America,Canada,Cloud Services,Compute Clusters,AMD GPU Node Hour,Mid-Market,Online Partner,411,2.44,952.7,501.42,451.28,0.4737,5.0,4.3,Q3,2025
TX-2025-03384,2024-04-22,Asia-Pacific,India,Cloud Services,Compute Clusters,AMD GPU Node Hour,Enterprise,Online Partner,1448,2.43,3166.78,1766.56,1400.22,0.4422,10.0,4.6,Q2,2024
TX-2025-03385,2026-01-12,Asia-Pacific,Singapore,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,Mid-Market,Direct Sales,2,15218.19,30436.38,19783.64,10652.74,0.35,0.0,4.9,Q1,2026
TX-2025-03386,2024-08-15,Asia-Pacific,Japan,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,Government,Direct Sales,1,15205.37,15205.37,9883.49,5321.88,0.35,0.0,4.5,Q3,2024
TX-2025-03387,2024-02-04,North America,United States,Enterprise Solutions,Analytics Tools,InsightEngine Pro,SMB,Distributor,8,349.7,2377.96,839.28,1538.68,0.6471,15.0,4.6,Q1,2024
TX-2025-03388,2024-12-08,Europe,Italy,Consumer Hardware,Workstations,ROCm Dev Station,Enterprise,Online Partner,2,3417.44,6493.14,4647.72,1845.42,0.2842,5.0,4.3,Q4,2024
TX-2025-03389,2026-01-19,North America,United States,Enterprise Solutions,Security Systems,ROCm Guard AI,Mid-Market,Distributor,2,869.02,1738.04,695.22,1042.82,0.6,0.0,4.8,Q1,2026
TX-2025-03390,2025-10-18,Europe,Italy,Enterprise Solutions,AI Software,Qwen Enterprise Suite,Mid-Market,Online Partner,20,1199.97,23999.4,7199.8,16799.6,0.7,0.0,4.1,Q4,2025
TX-2025-03391,2026-04-27,Asia-Pacific,India,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Government,Direct Sales,13,991.39,12243.67,9279.4,2964.27,0.2421,5.0,4.6,Q2,2026
TX-2025-03392,2025-12-29,North America,Canada,Consumer Hardware,Workstations,ROCm Dev Station,Mid-Market,Direct Sales,3,3599.42,10258.35,7342.83,2915.52,0.2842,5.0,4.7,Q4,2025
TX-2025-03393,2025-01-28,North America,United States,Cloud Services,Storage Nodes,Secure Vault S3,Mid-Market,Online Partner,7656,0.05,344.52,153.12,191.4,0.5556,10.0,4.4,Q1,2025
TX-2025-03394,2026-05-24,North America,Canada,Cloud Services,Compute Clusters,AMD GPU Node Hour,Mid-Market,Distributor,1339,2.53,2879.52,1687.14,1192.38,0.4141,15.0,4.2,Q2,2026
TX-2025-03395,2025-09-20,Asia-Pacific,Singapore,Cloud Services,Compute Clusters,AMD GPU Node Hour,SMB,Distributor,1017,2.52,2562.84,1281.42,1281.42,0.5,0.0,4.9,Q3,2025
TX-2025-03396,2025-01-25,North America,United States,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,Mid-Market,Online Partner,6,15432.5,39586.82,60186.72,-20599.9,-0.5204,57.2,4.1,Q1,2025
TX-2025-03397,2025-04-26,North America,United States,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Enterprise,Online Partner,16,1006.73,16107.68,11597.6,4510.08,0.28,0.0,5.0,Q2,2025
TX-2025-03398,2024-09-09,North America,United States,Enterprise Solutions,Security Systems,ROCm Guard AI,Enterprise,Online Partner,5,855.84,4279.2,1711.7,2567.5,0.6,0.0,4.5,Q3,2024
TX-2025-03399,2025-07-24,North America,Canada,Cloud Services,Compute Clusters,AMD GPU Node Hour,Enterprise,Online Partner,305,2.51,765.55,381.25,384.3,0.502,0.0,4.4,Q3,2025
TX-2025-03400,2024-06-09,Europe,France,Consumer Hardware,Workstations,ROCm Dev Station,Enterprise,Online Partner,3,3429.15,9773.08,6995.46,2777.62,0.2842,5.0,5.0,Q2,2024
TX-2025-03401,2024-03-03,Asia-Pacific,Japan,Consumer Hardware,Workstations,ROCm Dev Station,Mid-Market,Direct Sales,3,3555.89,10667.67,7254.03,3413.64,0.32,0.0,4.4,Q1,2024
TX-2025-03402,2026-04-06,Europe,United Kingdom,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Government,Distributor,4,203.45,813.8,651.04,162.76,0.2,0.0,3.5,Q2,2026
TX-2025-03403,2025-03-17,Asia-Pacific,Australia,Cloud Services,Storage Nodes,Secure Vault S3,Enterprise,Online Partner,3896,0.05,185.06,77.92,107.14,0.5789,5.0,4.1,Q1,2025
TX-2025-03404,2026-02-10,Europe,Germany,Cloud Services,AI Training API,Qwen API Credits,Enterprise,Direct Sales,4,10.14,34.48,8.12,26.36,0.7645,15.0,5.0,Q1,2026
TX-2025-03405,2025-10-18,Asia-Pacific,Japan,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Enterprise,Online Partner,22,998.62,21969.64,15818.22,6151.42,0.28,0.0,4.9,Q4,2025
TX-2025-03406,2025-05-24,Asia-Pacific,Japan,Cloud Services,AI Training API,Qwen API Credits,Government,Direct Sales,21,9.84,206.64,41.37,165.27,0.7998,0.0,4.5,Q2,2025
TX-2025-03407,2024-08-15,North America,Canada,Cloud Services,AI Training API,Qwen API Credits,Enterprise,Direct Sales,18,10.09,181.62,36.36,145.26,0.7998,0.0,3.5,Q3,2024
TX-2025-03408,2024-08-05,North America,Canada,Enterprise Solutions,AI Software,ExecuDeck Core,SMB,Direct Sales,8,443.01,3189.67,886.0,2303.67,0.7222,10.0,4.4,Q3,2024
TX-2025-03409,2024-11-20,North America,Canada,Enterprise Solutions,Security Systems,Network Shield Pro,Enterprise,Direct Sales,10,586.82,5281.38,2053.9,3227.48,0.6111,10.0,4.5,Q4,2024
TX-2025-03410,2024-02-22,North America,Canada,Cloud Services,AI Training API,Qwen API Credits,Enterprise,Direct Sales,19,9.89,159.72,37.62,122.1,0.7645,15.0,4.8,Q1,2024
TX-2025-03411,2026-05-27,Europe,Germany,Consumer Hardware,Workstations,ROCm Dev Station,Enterprise,Online Partner,2,3583.62,6450.52,4873.72,1576.8,0.2444,10.0,4.9,Q2,2026
TX-2025-03412,2024-07-11,North America,United States,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Government,Direct Sales,12,201.12,2413.44,1930.8,482.64,0.2,0.0,4.1,Q3,2024
TX-2025-03413,2025-06-01,Europe,France,Enterprise Solutions,AI Software,Qwen Enterprise Suite,SMB,Direct Sales,19,1190.39,22617.41,6785.28,15832.13,0.7,0.0,4.6,Q2,2025
TX-2025-03414,2024-06-29,Europe,Italy,Enterprise Solutions,AI Software,Qwen Enterprise Suite,Enterprise,Online Partner,13,1212.47,15762.11,4728.62,11033.49,0.7,0.0,4.4,Q2,2024
TX-2025-03415,2024-09-01,Europe,France,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Enterprise,Online Partner,13,197.13,2306.42,2050.1,256.32,0.1111,10.0,2.9,Q3,2024
TX-2025-03416,2026-05-07,Europe,France,Consumer Hardware,GPU Accelerators,AMD Instinct MI300X,Government,Direct Sales,1,15349.6,15349.6,9977.24,5372.36,0.35,0.0,5.0,Q2,2026
TX-2025-03417,2026-01-26,North America,United States,Consumer Hardware,GPU Accelerators,Radeon RX 7900 XTX,Mid-Market,Direct Sales,15,982.65,14739.75,10612.65,4127.1,0.28,0.0,4.6,Q1,2026
TX-2025-03418,2025-05-14,Europe,Germany,Consumer Hardware,AI Smart Hubs,Smart Assistant Pro,Mid-Market,Online Partner,11,196.39,2052.28,1728.21,324.07,0.1579,5.0,3.4,Q2,2025
TX-2025-03419,2024-01-14,North America,United States,Enterprise Solutions,AI Software,Qwen Enterprise Suite,Mid-Market,Distributor,16,1210.5,19368.0,5810.4,13557.6,0.7,0.0,4.7,Q1,2024
TX-2025-03420,2024-05-17,Asia-Pacific,Singapore,Enterprise Solutions,Security Systems,Network Shield Pro,Mid-Market,Direct Sales,4,590.1,2360.4,826.12,1534.28,0.65,0.0,4.0,Q2,2024
TX-2025-03421,2025-10-19,North America,United States,Enterprise Solutions,AI Software,Qwen Enterprise Suite,SMB,Distributor,7,1214.12,8073.9,2549.68,5524.22,0.6842,5.0,4.2,Q4,2025
TX-2025-03422,2024-10-18,Asia-Pacific,Japan,Enterprise Solutions,AI Software,Qwen Enterprise Suite,SMB,Online Partner,24,1215.93,24804.97,8754.72,16050.25,0.6471,15.0,4.5,Q4,2024
